name,year,salary,ast,blk,dreb,ft_p,oreb,per,pf,pts,stl,three_p,to,ts,two_p
a.c. green,1991,1750000,71,23,315,0.738,201,13.8,117,750,59,0.2,99,0.556,0.507
a.c. green,1992,1750000,117,36,456,0.744,306,16.7,141,1116,91,0.214,111,0.556,0.495
a.c. green,1993,1885000,116,39,424,0.739,287,16.3,149,1051,88,0.348,116,0.603,0.55
a.c. green,1994,6472600,137,38,478,0.735,275,17.0,142,1204,70,0.229,100,0.555,0.513
a.c. green,1995,6473000,127,31,475,0.732,194,14.2,146,916,55,0.339,114,0.596,0.547
a.c. green,1996,4851000,72,23,388,0.709,166,12.9,141,612,45,0.269,79,0.558,0.513
a.c. green,1999,1700000,25,8,146,0.577,82,12.5,69,246,28,0.0,19,0.441,0.435
a.c. green,2000,2250000,80,18,326,0.695,160,11.2,127,413,53,0.25,53,0.482,0.449
aaron brooks,2009,1118520,238,8,124,0.866,33,12.9,152,894,46,0.366,125,0.521,0.428
aaron brooks,2013,1027424,6,3,1,0.0,1,5.6,5,10,1,0.286,4,0.385,0.333
aaron brooks,2016,2700000,180,10,80,0.766,21,11.8,132,491,30,0.357,82,0.494,0.43
aaron brooks,2017,2116955,125,9,51,0.8,18,9.5,93,322,25,0.375,66,0.507,0.424
aaron gray,2008,711517,41,16,98,0.566,70,13.9,117,262,21,0.0,57,0.529,0.507
aaron gray,2009,1000497,46,18,136,0.576,84,11.5,135,196,14,0.0,40,0.508,0.488
aaron gray,2010,1028840,20,11,50,0.857,40,18.4,44,86,9,0.0,17,0.612,0.557
aaron gray,2011,2500000,16,12,112,0.5,59,11.0,96,129,11,0.0,32,0.566,0.566
aaron gray,2012,2575000,27,17,198,0.532,83,11.1,127,191,22,0.0,51,0.526,0.516
aaron gray,2013,2690875,33,5,85,0.523,48,9.0,85,119,7,0.0,36,0.544,0.533
aaron gray,2014,1227985,19,8,64,0.556,39,7.9,57,60,10,0.0,27,0.455,0.439
aaron mckie,1995,845000,89,16,94,0.685,35,13.3,97,293,36,0.393,39,0.5,0.451
aaron mckie,1996,1040000,205,21,218,0.764,86,13.4,205,864,92,0.325,135,0.534,0.494
aaron mckie,1997,1235000,77,7,101,0.836,27,14.8,69,263,43,0.375,42,0.558,0.491
aaron mckie,1998,1430000,137,12,129,0.688,34,8.1,117,223,78,0.196,52,0.383,0.377
aaron mckie,1999,1624000,100,3,113,0.71,27,11.4,90,240,63,0.194,57,0.454,0.432
aaron mckie,2005,2500000,103,17,152,0.625,20,8.4,116,152,48,0.323,31,0.51,0.513
aaron mckie,2006,2500000,11,0,17,0.5,3,6.1,7,7,5,0.0,2,0.272,0.3
aaron mckie,2006,2500000,11,0,17,0.5,3,6.1,7,7,5,0.0,2,0.272,0.3
aaron mckie,2007,750000,13,0,17,0.0,1,7.5,14,22,4,0.0,8,0.647,0.647
aaron mckie,2007,750000,13,0,17,0.0,1,7.5,14,22,4,0.0,8,0.647,0.647
aaron williams,1997,500000,15,26,78,0.673,60,16.4,72,197,16,0.0,28,0.599,0.577
aaron williams,1998,575000,14,38,99,0.776,48,13.4,119,296,19,0.0,50,0.575,0.525
aaron williams,1999,1100000,22,24,74,0.73,54,15.2,75,158,14,0.0,30,0.508,0.426
aaron williams,2000,2250000,58,92,250,0.726,159,17.7,234,616,41,0.0,80,0.572,0.526
aaron williams,2001,2475000,88,113,379,0.787,211,15.1,319,838,59,0.0,132,0.533,0.458
aaron williams,2002,2700000,77,76,224,0.699,115,15.2,212,592,29,0.0,79,0.568,0.529
aaron williams,2003,2925000,88,57,194,0.785,137,11.9,206,500,27,0.0,85,0.504,0.454
aaron williams,2004,3790257,81,46,193,0.677,101,13.2,187,450,34,0.333,89,0.549,0.504
aaron williams,2005,3375000,2,3,19,0.857,10,3.3,45,36,1,0.0,6,0.461,0.417
aaron williams,2006,1750000,16,18,107,0.673,59,12.2,110,197,13,0.0,25,0.548,0.516
aaron williams,2007,1890000,7,14,58,0.818,27,9.4,56,76,7,0.0,18,0.606,0.558
adam keefe,1993,1200000,80,16,261,0.7,171,13.6,195,542,57,0.0,100,0.564,0.501
adam keefe,1994,1500000,34,9,124,0.73,77,12.0,80,273,20,0.0,60,0.521,0.451
adam keefe,1995,1650000,30,25,192,0.676,135,15.1,141,461,36,0.0,62,0.616,0.577
adam keefe,1996,1950000,64,41,279,0.692,176,13.8,174,499,51,0.0,88,0.574,0.526
adam keefe,1997,2300000,32,13,141,0.689,75,11.7,97,235,30,0.0,45,0.572,0.516
adam keefe,1998,2650000,89,24,259,0.81,179,14.5,172,620,52,0.0,71,0.605,0.54
adonal foyle,1998,1701000,14,52,111,0.435,73,9.2,94,165,13,0.0,50,0.418,0.408
adonal foyle,1999,1922520,18,43,115,0.49,79,12.3,90,129,15,0.0,31,0.45,0.43
adonal foyle,2000,3580000,42,136,250,0.378,174,12.3,218,420,26,0.0,71,0.5,0.508
adonal foyle,2001,4400000,48,156,249,0.441,156,12.4,136,342,31,0.0,79,0.422,0.416
adonal foyle,2002,4400000,41,168,234,0.398,150,12.5,179,379,36,0.0,76,0.445,0.444
adonal foyle,2003,4400000,37,205,314,0.673,176,15.3,214,440,40,0.0,73,0.563,0.538
adonal foyle,2004,6500000,17,46,113,0.543,54,13.0,68,137,6,0.0,21,0.471,0.454
adonal foyle,2005,7312500,56,159,264,0.556,165,12.7,201,352,26,0.0,58,0.514,0.502
adonal foyle,2006,8125000,33,125,281,0.612,143,10.3,215,345,44,0.0,80,0.524,0.507
adonal foyle,2007,1219590,19,50,75,0.44,51,13.7,61,107,11,0.0,23,0.557,0.565
adonal foyle,2008,1262275,18,45,137,0.471,71,9.9,94,156,16,0.0,32,0.464,0.458
adonal foyle,2008,1262275,18,45,137,0.471,71,9.9,94,156,16,0.0,32,0.464,0.458
adonal foyle,2009,1306455,0,0,0,0.0,0,-6.3,1,0,0,0.0,0,0.0,0.0
adrian griffin,2000,498500,177,15,244,0.753,128,12.6,222,485,116,0.281,93,0.503,0.447
adrian griffin,2001,565850,27,5,60,0.75,27,10.5,45,93,18,0.346,18,0.432,0.338
adrian griffin,2002,637435,106,12,161,0.837,68,14.2,142,415,75,0.296,42,0.545,0.534
adrian griffin,2003,751179,105,6,176,0.844,88,11.5,157,325,77,0.25,47,0.463,0.447
adrian griffin,2006,1475000,89,9,152,0.774,75,11.6,113,237,51,0.0,39,0.521,0.485
adrian griffin,2007,1593000,59,4,69,0.789,40,10.7,78,137,32,0.0,38,0.499,0.496
adrian griffin,2008,1711000,5,1,13,1.0,9,9.3,8,14,5,0.0,5,0.415,0.375
al harrington,2001,1436982,130,18,262,0.656,119,10.2,223,586,63,0.143,148,0.479,0.448
al harrington,2002,5060000,54,21,180,0.799,96,14.3,166,576,41,0.333,78,0.526,0.476
al harrington,2003,5692500,125,33,352,0.77,159,12.4,280,1002,71,0.283,163,0.493,0.442
al harrington,2004,6325000,131,22,345,0.734,163,14.9,250,1048,80,0.273,163,0.514,0.481
al harrington,2005,6957500,208,16,316,0.672,145,14.4,249,1158,85,0.216,204,0.508,0.479
al harrington,2006,7625000,238,14,391,0.694,132,16.0,301,1411,85,0.346,195,0.513,0.471
al harrington,2007,8425625,98,14,190,0.681,80,16.1,153,713,40,0.417,78,0.542,0.473
al harrington,2008,9226250,132,16,332,0.774,107,15.6,266,1102,74,0.375,90,0.547,0.482
al harrington,2009,10026875,92,22,338,0.804,89,16.4,213,1407,81,0.362,154,0.555,0.499
al harrington,2010,5765000,110,26,317,0.757,88,16.8,209,1276,62,0.342,132,0.546,0.496
al harrington,2011,6226200,101,10,256,0.735,76,12.3,202,765,39,0.357,106,0.527,0.473
al harrington,2012,6687400,88,12,318,0.676,72,15.3,181,910,58,0.333,112,0.535,0.519
al harrington,2013,1399507,10,1,21,0.75,6,10.3,18,51,4,0.267,7,0.434,0.444
al harrington,2014,3805000,28,0,65,0.771,15,9.7,72,225,14,0.34,34,0.506,0.449
al harrington,2014,3805000,28,0,65,0.771,15,9.7,72,225,14,0.34,34,0.506,0.449
al horford,2008,4026720,124,76,537,0.731,248,14.7,267,821,60,0.0,137,0.539,0.502
al horford,2009,4307640,163,95,479,0.727,145,17.0,190,773,53,0.0,103,0.565,0.526
al horford,2010,5444857,189,91,563,0.789,236,19.4,225,1148,59,1.0,122,0.594,0.551
al horford,2011,12000000,266,80,536,0.798,182,20.7,193,1178,59,0.5,119,0.587,0.557
al horford,2012,12000000,24,14,51,0.733,26,19.0,21,136,10,0.0,16,0.585,0.559
al horford,2013,12000000,240,78,562,0.644,195,19.8,163,1289,78,0.5,147,0.56,0.544
al horford,2014,12000000,76,44,178,0.682,66,22.0,56,538,27,0.364,64,0.588,0.572
al horford,2015,12000000,244,98,413,0.759,131,21.4,121,1156,68,0.306,100,0.563,0.547
al horford,2016,26540100,263,121,448,0.798,148,19.4,163,1249,68,0.344,107,0.565,0.557
al horford,2017,27734405,337,87,369,0.8,95,17.7,138,952,52,0.355,116,0.553,0.524
al jefferson,2005,1512840,24,55,193,0.63,119,16.6,195,475,22,0.0,66,0.554,0.533
al jefferson,2008,11000000,117,119,603,0.721,308,22.7,222,1726,74,0.0,167,0.535,0.502
al jefferson,2009,12000000,79,83,376,0.738,172,23.1,141,1156,39,0.0,92,0.532,0.499
al jefferson,2010,13000000,137,98,523,0.68,180,19.0,205,1301,63,0.0,136,0.524,0.5
al jefferson,2011,14000000,149,153,559,0.761,235,20.1,238,1528,46,0.0,105,0.528,0.496
al jefferson,2012,15000000,134,101,452,0.774,133,22.8,155,1170,47,0.25,62,0.52,0.493
al jefferson,2016,10230179,70,41,244,0.649,57,18.2,117,562,30,0.0,34,0.507,0.485
al jefferson,2017,9769821,57,16,203,0.765,75,18.9,125,535,19,0.0,33,0.526,0.5
al-farouq aminu,2011,2755560,60,25,192,0.773,75,9.6,121,457,59,0.315,103,0.499,0.437
al-farouq aminu,2012,2947800,66,34,213,0.754,95,10.6,136,399,59,0.277,91,0.481,0.431
al-farouq aminu,2013,3700000,103,51,446,0.737,139,13.7,153,555,92,0.211,116,0.519,0.486
al-farouq aminu,2014,981084,114,38,367,0.664,129,13.2,147,572,82,0.271,88,0.516,0.496
al-farouq aminu,2015,7500000,59,62,228,0.712,114,14.4,137,412,70,0.274,55,0.504,0.485
al-farouq aminu,2016,7680965,138,53,401,0.737,98,12.7,171,839,72,0.361,120,0.533,0.468
al-farouq aminu,2017,7319035,99,44,374,0.706,77,11.3,102,532,60,0.33,94,0.506,0.445
alan henderson,1996,910000,51,43,192,0.595,164,12.9,217,503,44,0.0,87,0.482,0.445
alan henderson,1997,1028400,23,6,69,0.6,47,15.0,73,199,21,0.0,29,0.51,0.475
alan henderson,1998,4725000,73,36,242,0.652,200,18.4,175,986,42,0.5,110,0.534,0.485
alan henderson,1999,5318437,28,19,150,0.671,100,16.0,96,474,33,0.0,58,0.485,0.443
alan henderson,2000,5910000,77,54,306,0.671,265,14.7,233,1083,81,0.1,139,0.503,0.465
alan henderson,2001,6500312,50,29,226,0.638,180,14.0,164,769,51,0.0,126,0.487,0.445
alan henderson,2002,7091250,11,15,66,0.533,31,13.4,40,143,11,1.0,21,0.527,0.504
alan henderson,2003,7682188,41,32,242,0.638,156,12.1,168,394,33,0.0,61,0.508,0.471
alan henderson,2004,8273125,2,2,10,0.667,11,18.2,1,24,1,0.0,3,0.508,0.476
alan henderson,2005,1138500,21,37,184,0.539,164,12.4,149,273,29,0.0,49,0.539,0.532
allan houston,1994,956000,100,13,101,0.824,19,9.0,165,668,34,0.299,99,0.465,0.428
allan houston,1997,6000000,179,18,197,0.803,43,11.3,233,1197,41,0.385,167,0.531,0.446
allan houston,1998,7000000,212,24,231,0.851,43,15.1,207,1509,63,0.385,200,0.53,0.46
allan houston,2002,14343750,190,10,215,0.87,37,15.2,182,1567,54,0.393,170,0.54,0.452
allan houston,2003,15937500,220,7,205,0.919,26,17.7,191,1845,54,0.396,178,0.563,0.467
allan houston,2004,17531250,99,2,101,0.913,20,14.8,105,924,38,0.431,102,0.539,0.437
allan houston,2005,19125000,42,2,19,0.837,4,12.5,40,237,8,0.388,21,0.529,0.432
allen iverson,1997,3128640,567,24,197,0.702,115,18.0,233,1787,157,0.341,337,0.513,0.448
allen iverson,1998,3537000,494,25,210,0.729,86,20.4,200,1758,176,0.298,244,0.535,0.494
allen iverson,1999,9000000,223,7,170,0.751,66,22.2,98,1284,110,0.291,167,0.508,0.44
allen iverson,2005,16453125,596,9,248,0.835,51,23.2,140,2302,180,0.308,344,0.532,0.451
allen iverson,2008,20840625,586,12,196,0.809,47,20.9,109,2164,160,0.345,245,0.567,0.482
allen iverson,2009,1029794,263,5,138,0.786,27,15.9,83,939,85,0.286,136,0.502,0.432
alonzo gee,2011,854389,33,16,108,0.8,49,11.1,81,297,33,0.347,44,0.552,0.492
alonzo gee,2011,854389,33,16,108,0.8,49,11.1,81,297,33,0.347,44,0.552,0.492
alonzo gee,2011,854389,33,16,108,0.8,49,11.1,81,297,33,0.347,44,0.552,0.492
alonzo gee,2012,3500000,113,17,221,0.788,101,13.2,149,665,83,0.321,114,0.516,0.442
alonzo gee,2013,3250000,133,29,245,0.795,75,10.5,199,842,107,0.315,132,0.505,0.45
alonzo gee,2014,1063384,47,15,114,0.705,35,8.6,96,258,39,0.328,44,0.491,0.444
alonzo gee,2015,1375000,6,1,16,0.5,8,9.7,16,51,7,0.273,8,0.47,0.474
alonzo gee,2016,1400000,72,13,185,0.667,60,8.4,169,325,63,0.283,55,0.572,0.59
alonzo mourning,1993,3120000,76,271,542,0.781,263,20.8,286,1639,27,0.0,236,0.586,0.513
alonzo mourning,1994,3840000,86,188,433,0.762,177,21.7,207,1287,27,0.0,199,0.588,0.507
alonzo mourning,1995,4560000,111,225,561,0.761,200,20.1,275,1643,49,0.324,241,0.593,0.525
alonzo mourning,1996,9380000,159,189,509,0.685,218,22.7,245,1623,70,0.3,262,0.584,0.53
alonzo mourning,2001,18754800,12,31,66,0.564,35,24.6,24,177,4,0.0,28,0.536,0.521
alonzo mourning,2002,20629800,87,186,450,0.657,182,18.9,258,1178,27,0.333,182,0.558,0.517
alonzo mourning,2004,5408700,8,6,19,0.882,8,13.3,32,96,2,0.0,10,0.558,0.465
alonzo mourning,2005,1138500,4,33,49,0.564,22,18.9,32,95,3,0.0,12,0.551,0.516
alonzo mourning,2006,4225433,11,173,234,0.594,125,19.4,177,509,13,0.0,79,0.615,0.599
alonzo mourning,2006,4225433,11,173,234,0.594,125,19.4,177,509,13,0.0,79,0.615,0.599
alonzo mourning,2007,2762500,18,178,224,0.601,126,16.7,219,661,13,0.0,129,0.59,0.56
alton lister,1991,1333000,93,90,362,0.569,121,10.7,282,491,20,0.0,106,0.509,0.48
alton lister,1992,1283000,14,16,71,0.424,21,11.2,61,102,5,0.0,20,0.545,0.557
alton lister,1995,300000,12,57,169,0.5,67,10.2,146,167,16,0.0,38,0.507,0.496
alton lister,1996,500000,15,39,191,0.629,60,9.9,121,133,6,0.0,44,0.539,0.49
alton lister,1997,272250,13,14,102,0.742,66,7.8,95,87,8,0.0,30,0.48,0.416
alvin williams,2000,2100000,126,11,58,0.738,27,13.6,78,292,34,0.291,47,0.463,0.422
alvin williams,2001,5350000,407,26,162,0.752,50,15.2,171,802,123,0.306,103,0.483,0.451
alvin williams,2002,5350000,468,26,223,0.736,58,13.8,191,971,135,0.321,150,0.47,0.438
alvin williams,2003,5500000,416,21,190,0.782,55,16.7,170,1027,111,0.329,128,0.508,0.458
alvin williams,2004,5850000,224,10,132,0.776,18,11.4,114,494,55,0.292,78,0.463,0.43
alvin williams,2006,103992,0,0,3,0.5,0,-4.7,0,1,0,0.0,0,0.129,0.0
alvin williams,2007,4516484,3,0,0,0.5,1,6.6,0,2,2,0.0,3,0.266,0.0
alvin williams,2007,4516484,3,0,0,0.5,1,6.6,0,2,2,0.0,3,0.266,0.0
amar'e stoudemire,2003,1899720,78,87,471,0.661,250,16.2,269,1106,62,0.2,189,0.53,0.476
amar'e stoudemire,2004,2032200,78,89,339,0.713,157,19.8,188,1133,64,0.2,177,0.536,0.477
amar'e stoudemire,2007,13762775,84,110,564,0.781,222,23.1,295,1671,78,0.0,232,0.637,0.577
amar'e stoudemire,2008,15070550,118,163,541,0.805,178,27.6,294,1989,64,0.161,174,0.656,0.601
amar'e stoudemire,2009,16378325,104,57,314,0.835,116,20.3,163,1134,49,0.429,150,0.617,0.54
amar'e stoudemire,2010,16486611,82,83,502,0.771,230,22.6,281,1896,52,0.167,213,0.615,0.559
amar'e stoudemire,2011,18217705,202,150,438,0.792,198,22.7,274,1971,71,0.435,250,0.565,0.503
amar'e stoudemire,2012,19948799,52,45,261,0.765,106,17.7,138,823,38,0.238,112,0.541,0.491
amar'e stoudemire,2013,21679893,13,21,85,0.808,60,22.1,89,413,10,0.0,50,0.637,0.577
amar'e stoudemire,2014,23410988,34,37,208,0.739,112,18.8,159,772,23,0.0,91,0.596,0.557
amar'e stoudemire,2015,1499187,8,4,57,0.678,27,22.3,50,248,9,0.0,15,0.605,0.584
amar'e stoudemire,2015,1499187,8,4,57,0.678,27,22.3,50,248,9,0.0,15,0.605,0.584
amir johnson,2006,664209,3,2,1,1.0,3,20.3,7,20,0,0.667,4,0.85,0.714
amir johnson,2007,3666666,3,13,22,0.786,15,20.6,19,47,5,0.0,9,0.6,0.6
amir johnson,2008,3666667,29,82,148,0.673,87,17.5,141,221,24,0.0,39,0.584,0.558
amir johnson,2009,3666666,20,60,130,0.657,102,13.5,171,217,20,0.0,33,0.608,0.595
amir johnson,2010,5000000,48,66,241,0.638,154,16.7,255,511,44,0.0,63,0.639,0.63
amir johnson,2011,5500000,81,88,272,0.788,189,17.6,263,688,53,0.0,69,0.608,0.569
amir johnson,2012,6000000,79,69,259,0.69,149,14.4,209,452,33,0.4,94,0.6,0.579
amir johnson,2013,6500000,122,110,384,0.727,227,17.3,301,813,81,0.385,117,0.591,0.558
amir johnson,2014,7000000,115,88,333,0.636,172,15.4,271,799,56,0.303,123,0.592,0.593
amir johnson,2015,12000000,117,59,297,0.612,159,15.4,225,694,44,0.413,110,0.603,0.59
amir johnson,2016,12000000,138,83,327,0.57,178,16.0,214,577,52,0.233,94,0.602,0.624
amir johnson,2017,11000000,140,62,248,0.67,117,15.0,211,520,52,0.409,77,0.628,0.612
anderson varejao,2005,866800,27,38,148,0.535,109,17.0,122,266,41,0.0,26,0.534,0.518
anderson varejao,2006,945600,19,19,158,0.513,77,14.8,118,219,31,0.0,27,0.541,0.53
anderson varejao,2007,5356000,75,52,354,0.616,191,14.4,269,547,76,0.0,67,0.527,0.487
anderson varejao,2008,5784480,53,26,265,0.598,134,12.0,134,321,37,0.0,59,0.485,0.464
anderson varejao,2009,6300000,81,66,415,0.616,166,14.6,239,694,75,0.0,80,0.565,0.538
anderson varejao,2010,7281818,87,67,389,0.663,189,15.8,223,651,71,0.2,67,0.598,0.576
anderson varejao,2011,7700000,45,38,203,0.667,98,15.2,87,282,27,0.0,40,0.56,0.533
anderson varejao,2012,8368182,43,17,178,0.672,109,18.9,62,271,35,0.0,45,0.542,0.523
anderson varejao,2013,9036364,84,14,223,0.755,138,21.7,68,353,37,0.0,44,0.529,0.486
anderson varejao,2014,9704595,140,39,442,0.681,187,17.0,164,546,69,0.0,72,0.527,0.502
anderson varejao,2015,458575,35,16,113,0.733,57,17.7,58,255,19,0.0,35,0.58,0.561
anderson varejao,2016,1551659,15,5,37,0.552,13,11.0,35,58,5,0.0,6,0.477,0.438
anderson varejao,2016,1551659,15,5,37,0.552,13,11.0,35,58,5,0.0,6,0.477,0.438
anderson varejao,2017,1913345,10,3,15,0.727,12,9.4,16,18,3,0.0,8,0.478,0.357
anderson varejao,2017,1913345,10,3,15,0.727,12,9.4,16,18,3,0.0,8,0.478,0.357
andray blatche,2006,664209,10,7,26,0.833,12,10.1,36,65,5,0.231,12,0.45,0.426
andray blatche,2007,2470000,39,32,114,0.612,77,12.1,94,206,17,0.148,49,0.471,0.482
andray blatche,2008,2739669,92,114,261,0.695,164,15.5,258,618,53,0.231,112,0.512,0.48
andray blatche,2009,3000000,118,74,252,0.704,126,15.0,211,713,53,0.238,117,0.508,0.479
andray blatche,2010,5900000,170,71,351,0.744,158,17.6,218,1143,85,0.295,182,0.519,0.487
andray blatche,2011,6442083,144,51,343,0.777,183,16.9,182,1076,98,0.222,172,0.497,0.449
andray blatche,2012,1146337,28,17,108,0.673,42,10.6,54,221,20,0.286,37,0.415,0.382
andray blatche,2013,1375604,85,54,256,0.685,161,21.9,163,843,86,0.136,123,0.547,0.524
andray blatche,2013,1375604,85,54,256,0.685,161,21.9,163,843,86,0.136,123,0.547,0.524
andray blatche,2014,8471339,112,38,270,0.742,120,18.8,166,821,75,0.278,110,0.532,0.494
andre iguodala,2005,2058000,246,48,375,0.743,89,13.5,204,741,138,0.331,139,0.58,0.55
andre iguodala,2006,2201640,255,21,364,0.754,117,14.8,198,1007,135,0.354,153,0.598,0.543
andre iguodala,2009,12200000,434,36,379,0.724,92,18.4,152,1541,131,0.307,222,0.56,0.521
andre iguodala,2010,12345250,472,55,447,0.733,82,17.8,145,1401,141,0.31,218,0.535,0.492
andre iguodala,2011,13531750,422,38,326,0.693,61,17.2,109,945,101,0.337,138,0.53,0.479
andre iguodala,2012,14968250,339,30,325,0.617,56,17.6,92,771,107,0.394,115,0.537,0.481
andre iguodala,2013,12868632,433,52,341,0.574,82,15.2,127,1038,139,0.317,206,0.52,0.515
andre iguodala,2014,12289544,263,18,240,0.652,53,13.7,103,588,95,0.354,100,0.57,0.558
andre iguodala,2015,11710456,228,25,213,0.596,44,12.3,100,604,89,0.349,88,0.553,0.553
andre iguodala,2016,11131368,219,19,211,0.614,52,12.2,102,457,73,0.351,79,0.565,0.57
andre iguodala,2017,14814815,262,39,253,0.706,51,14.4,97,574,76,0.362,58,0.624,0.651
andre miller,2000,1808400,476,17,195,0.774,85,17.9,194,914,84,0.204,166,0.517,0.466
andre miller,2001,1934520,657,28,266,0.833,94,20.1,229,1296,119,0.266,265,0.541,0.465
andre miller,2002,2460709,882,34,271,0.817,108,21.8,228,1335,126,0.253,245,0.538,0.472
andre miller,2003,8000000,537,11,232,0.795,84,15.2,203,1088,99,0.213,206,0.495,0.432
andre miller,2006,8733333,674,18,259,0.738,92,16.4,213,1126,106,0.185,256,0.532,0.472
andre miller,2009,6730800,534,14,245,0.826,123,18.6,196,1337,109,0.283,199,0.548,0.483
andre miller,2010,7269264,445,9,185,0.821,81,18.1,169,1146,93,0.2,173,0.53,0.469
andre miller,2011,7807728,566,12,205,0.853,97,17.8,171,1029,114,0.108,197,0.529,0.476
andre miller,2012,5000000,441,9,168,0.811,53,14.8,133,639,63,0.217,177,0.51,0.478
andre miller,2013,5000000,484,11,178,0.84,60,15.7,159,786,73,0.266,172,0.548,0.504
andre miller,2014,4625000,97,2,45,0.833,12,14.6,43,107,19,0.667,28,0.534,0.452
andre miller,2015,1499187,141,4,60,0.789,16,12.3,47,172,18,0.231,58,0.522,0.508
andrea bargnani,2007,4838880,50,53,203,0.824,52,12.8,180,751,32,0.373,107,0.546,0.468
andrea bargnani,2008,5176440,89,37,238,0.84,50,10.6,211,792,23,0.345,88,0.495,0.409
andrea bargnani,2009,6527491,94,97,346,0.831,70,14.6,242,1202,34,0.409,135,0.559,0.468
andrea bargnani,2010,8500000,93,111,388,0.774,105,15.5,215,1376,25,0.372,120,0.552,0.509
andrea bargnani,2011,9250000,119,46,269,0.82,74,16.4,160,1414,34,0.345,152,0.533,0.472
andrea bargnani,2012,10000000,61,15,148,0.873,24,17.9,52,603,18,0.296,69,0.538,0.474
andrea bargnani,2013,11862500,38,23,102,0.844,26,11.2,64,443,21,0.309,54,0.482,0.436
andrea bargnani,2014,11500000,45,52,153,0.824,69,14.5,100,558,14,0.278,58,0.51,0.487
andrea bargnani,2015,1039298,46,27,95,0.813,32,16.6,53,430,2,0.366,42,0.527,0.466
andrea bargnani,2016,323599,18,9,69,0.825,28,11.8,61,304,4,0.188,26,0.5,0.471
andrei kirilenko,2002,893400,94,159,253,0.768,149,18.8,156,880,116,0.25,108,0.553,0.488
andrei kirilenko,2003,955800,138,175,273,0.8,147,21.1,185,963,118,0.325,136,0.598,0.527
andrei kirilenko,2004,1671694,244,215,403,0.79,226,22.6,174,1284,150,0.338,215,0.559,0.471
andrei kirilenko,2005,10983000,132,136,166,0.784,89,24.4,101,640,67,0.299,90,0.599,0.536
andrei kirilenko,2008,15106000,285,109,218,0.77,121,17.2,165,792,86,0.379,140,0.603,0.54
andrei kirilenko,2009,16452000,175,77,235,0.785,84,16.8,127,776,83,0.274,121,0.549,0.475
andrei kirilenko,2010,17823000,158,71,188,0.744,76,18.2,102,688,83,0.292,79,0.588,0.555
andrei kirilenko,2013,3183000,177,62,260,0.752,102,17.6,82,791,96,0.292,119,0.59,0.566
andrei kirilenko,2014,3326235,72,19,91,0.513,55,12.4,65,226,40,0.2,54,0.532,0.523
andres nocioni,2006,3950000,117,52,411,0.843,89,16.1,252,1063,40,0.391,120,0.567,0.489
andres nocioni,2007,8500000,57,24,259,0.848,42,15.6,164,749,27,0.383,104,0.578,0.515
andres nocioni,2008,8000000,95,43,294,0.807,48,13.6,245,1080,25,0.364,133,0.549,0.476
andres nocioni,2009,7500000,42,17,119,0.763,20,13.6,85,316,13,0.441,40,0.568,0.453
andres nocioni,2010,6850000,75,26,190,0.717,32,11.1,160,635,32,0.386,67,0.504,0.408
andres nocioni,2011,6650000,45,15,150,0.803,19,10.1,100,327,14,0.356,47,0.538,0.478
andrew bogut,2006,4665960,192,68,384,0.629,189,15.2,259,768,49,0.0,125,0.555,0.536
andrew bogut,2007,4991520,198,35,416,0.577,168,15.5,216,809,49,0.2,150,0.566,0.556
andrew bogut,2008,6294310,199,135,518,0.587,245,17.5,254,1119,64,0.0,172,0.532,0.515
andrew bogut,2009,10000000,72,37,252,0.571,117,16.2,130,422,23,0.0,86,0.586,0.577
andrew bogut,2010,11000000,127,175,493,0.629,208,20.7,222,1095,39,0.0,131,0.54,0.521
andrew bogut,2011,12000000,131,168,521,0.442,199,16.7,217,830,47,0.0,125,0.496,0.497
andrew bogut,2012,13000000,31,24,78,0.609,22,14.9,36,136,12,0.0,24,0.465,0.452
andrew bogut,2013,14000000,67,55,177,0.5,68,13.8,85,186,20,1.0,35,0.463,0.448
andrew bogut,2014,12972973,112,121,489,0.344,182,17.0,210,492,47,0.0,97,0.61,0.627
andrew bogut,2015,12000000,180,113,402,0.524,141,15.8,188,422,39,0.0,106,0.565,0.563
andrew bogut,2016,11027027,162,114,371,0.48,121,15.9,221,375,33,1.0,83,0.623,0.626
andrew bogut,2017,2328652,0,0,0,0.0,0,-35.3,2,0,0,0.0,0,0.0,0.0
andrew bogut,2017,2328652,0,0,0,0.0,0,-35.3,2,0,0,0.0,0,0.0,0.0
andrew bynum,2006,2030280,9,22,46,0.296,34,7.4,56,74,4,0.0,17,0.394,0.402
andrew bynum,2007,2172000,94,128,345,0.668,139,15.4,249,637,12,0.0,115,0.593,0.561
andrew bynum,2008,2769300,61,72,251,0.695,105,22.6,98,460,12,0.0,52,0.659,0.636
andrew bynum,2009,12526998,71,90,261,0.707,137,20.0,157,714,18,0.0,85,0.598,0.56
andrew bynum,2010,13700000,68,94,364,0.739,177,20.2,193,977,35,0.0,115,0.608,0.571
andrew bynum,2011,14900000,73,106,338,0.66,170,21.1,140,612,19,0.0,74,0.606,0.574
andrew bynum,2012,16889000,85,116,517,0.692,192,22.9,104,1123,27,0.2,152,0.594,0.56
andrew declercq,1996,276000,9,5,21,0.579,18,12.1,30,59,7,0.0,4,0.505,0.49
andrew declercq,1997,1200000,32,27,176,0.603,122,12.5,229,375,33,0.0,76,0.552,0.52
