name,year,salary,ast,blk,dreb,ft_p,oreb,per,pf,pts,stl,three_p,to,ts,two_p
demar derozan,2017,27739975,290,13,316,0.842,70,24.0,134,2020,78,0.266,180,0.552,0.484
demarcus cousins,2011,3627720,204,68,482,0.687,217,14.6,332,1143,85,0.167,268,0.484,0.435
demarcus cousins,2012,3880800,102,75,438,0.702,265,21.7,257,1160,93,0.143,170,0.499,0.453
demarcus cousins,2013,4916974,199,55,524,0.738,222,20.2,269,1280,108,0.182,225,0.524,0.471
demarcus cousins,2014,13701250,207,91,613,0.726,218,26.1,270,1614,109,0.0,251,0.555,0.499
demarcus cousins,2015,14728844,210,103,562,0.782,185,25.2,241,1421,90,0.25,254,0.545,0.469
demarcus cousins,2016,16957900,214,92,589,0.718,158,23.6,236,1748,101,0.333,249,0.538,0.473
demarcus cousins,2017,18063850,66,19,174,0.777,38,23.3,75,414,25,0.375,62,0.564,0.486
demarre carroll,2010,1085400,33,9,97,0.623,53,8.5,107,209,28,0.0,24,0.426,0.407
demarre carroll,2011,289382,2,0,0,0.0,0,-4.5,0,0,0,0.0,0,0.0,0.0
demarre carroll,2014,2442455,134,21,296,0.773,107,13.9,188,810,108,0.362,79,0.575,0.548
demarre carroll,2015,13500000,118,17,273,0.702,99,15.9,154,883,94,0.395,75,0.603,0.567
demarre carroll,2016,14200000,27,6,91,0.6,31,11.9,63,286,44,0.39,28,0.49,0.388
demarre carroll,2017,14800000,74,27,212,0.761,63,11.9,143,638,81,0.341,54,0.531,0.485
dennis rodman,1993,2450000,102,45,765,0.534,367,13.6,201,468,48,0.205,103,0.467,0.472
dennis rodman,1994,2500000,184,32,914,0.52,453,13.4,229,370,52,0.208,138,0.549,0.563
dennis rodman,1995,2500000,97,23,549,0.676,274,16.6,159,349,31,0.0,98,0.604,0.576
dennis rodman,1996,9000000,160,27,596,0.528,356,13.6,196,351,36,0.111,138,0.501,0.516
dennis rodman,1997,4500000,170,19,563,0.568,320,13.9,172,311,32,0.263,111,0.479,0.461
dennis rodman,1998,1000000,230,18,780,0.55,421,12.4,238,375,47,0.174,147,0.459,0.448
dennis scott,1991,1980000,134,25,173,0.75,62,13.0,203,1284,62,0.374,127,0.504,0.445
dennis scott,1992,2400000,35,9,52,0.901,14,14.4,49,359,20,0.326,31,0.496,0.43
dennis scott,1993,2820000,136,18,148,0.786,38,13.2,131,858,57,0.403,104,0.527,0.446
dennis scott,1996,3000000,243,29,246,0.82,63,16.1,169,1431,90,0.425,122,0.589,0.458
dennis scott,1999,1100000,32,2,33,0.815,5,12.4,32,191,12,0.426,14,0.565,0.461
dennis scott,1999,1100000,32,2,33,0.815,5,12.4,32,191,12,0.426,14,0.565,0.461
dennis scott,2000,1200000,69,9,90,0.842,16,9.4,104,369,28,0.376,30,0.515,0.375
derek anderson,1998,1273000,227,13,132,0.873,55,15.3,136,770,86,0.202,128,0.531,0.442
derek anderson,1999,1439400,145,4,89,0.836,20,16.5,73,409,48,0.304,82,0.529,0.424
derek anderson,2002,7144500,216,8,142,0.856,47,15.5,113,757,68,0.373,87,0.538,0.422
derek anderson,2003,7794000,325,16,211,0.859,53,16.9,141,1057,90,0.35,128,0.556,0.477
derek anderson,2004,8443500,228,3,156,0.824,26,15.1,79,694,66,0.305,90,0.499,0.428
derek anderson,2005,1670000,143,4,103,0.805,25,11.7,89,432,36,0.384,70,0.503,0.392
derek anderson,2006,9742500,48,2,51,0.842,9,8.7,49,133,8,0.313,17,0.453,0.302
derek anderson,2006,9742500,48,2,51,0.842,9,8.7,49,133,8,0.313,17,0.453,0.302
derek fisher,1997,703200,119,5,72,0.658,25,11.0,87,309,41,0.301,71,0.491,0.434
derek fisher,1998,795000,333,5,155,0.757,38,12.9,126,474,75,0.383,119,0.533,0.448
derek fisher,1999,3000000,197,1,70,0.759,21,12.1,95,296,61,0.392,77,0.497,0.367
derek fisher,2000,3380000,216,3,121,0.724,22,9.6,150,491,80,0.313,75,0.449,0.363
derek fisher,2001,3000000,87,2,54,0.806,5,14.0,50,229,39,0.397,29,0.534,0.419
derek fisher,2002,3000000,181,9,131,0.847,15,14.0,121,786,66,0.413,62,0.55,0.41
derek fisher,2003,3000000,298,15,199,0.8,40,11.9,195,863,93,0.401,94,0.52,0.451
derek fisher,2004,4903000,187,4,122,0.797,30,11.5,115,580,103,0.291,79,0.451,0.38
derek fisher,2005,5393300,301,4,180,0.862,38,13.4,176,877,76,0.371,129,0.519,0.407
derek fisher,2008,4700000,239,3,146,0.883,24,13.8,188,956,86,0.406,90,0.556,0.453
derek fisher,2008,4700000,239,3,146,0.883,24,13.8,188,956,86,0.406,90,0.556,0.453
derek fisher,2009,5048000,261,6,163,0.846,25,12.1,187,814,95,0.397,72,0.546,0.446
derek fisher,2010,3700000,201,9,145,0.856,25,9.3,202,615,90,0.348,78,0.499,0.401
derek fisher,2011,3400000,224,8,138,0.806,14,8.9,192,558,99,0.396,70,0.486,0.386
derek fisher,2012,182942,28,1,27,0.929,2,5.9,32,98,11,0.314,15,0.429,0.356
derek fisher,2013,1399507,16,1,20,0.933,2,7.0,31,98,14,0.351,12,0.478,0.308
derek fisher,2013,1399507,16,1,20,0.933,2,7.0,31,98,14,0.351,12,0.478,0.308
derek harper,1991,1725000,548,14,174,0.731,59,19.4,222,1519,147,0.362,177,0.543,0.493
derek harper,1992,2069000,373,17,121,0.759,49,16.7,150,1152,101,0.312,154,0.512,0.473
derek harper,1993,1927000,334,16,81,0.756,42,15.9,145,1126,80,0.393,136,0.522,0.428
derek harper,1994,2382700,236,4,76,0.743,10,13.7,117,466,80,0.367,81,0.516,0.451
derek harper,1995,2837000,458,10,163,0.724,31,12.6,219,919,79,0.363,151,0.547,0.498
derek harper,1996,1300000,352,5,170,0.757,32,13.9,201,1149,131,0.372,178,0.558,0.513
derek harper,1997,1560000,321,12,107,0.742,30,12.9,144,753,92,0.341,132,0.516,0.48
derek harper,1998,1000000,233,10,80,0.696,23,11.5,140,566,72,0.36,101,0.491,0.442
derek harper,1999,1100000,187,4,54,0.813,13,12.8,66,309,44,0.368,52,0.506,0.443
derek strong,1994,500000,48,14,172,0.772,109,14.6,69,444,38,0.231,61,0.514,0.421
derek strong,1995,1000000,44,13,239,0.82,136,12.5,143,441,24,0.286,79,0.545,0.457
derek strong,1996,247500,32,12,118,0.812,60,12.4,80,214,18,0.111,20,0.518,0.444
derek strong,1997,326700,73,20,345,0.803,174,13.6,196,699,47,0.0,102,0.513,0.457
derek strong,1998,3000000,51,24,275,0.781,152,16.6,122,736,31,0.0,74,0.497,0.423
derek strong,2001,3861000,7,1,74,0.757,34,8.8,30,118,14,0.0,22,0.443,0.388
deron williams,2008,5069449,862,23,209,0.803,34,20.8,200,1545,90,0.395,279,0.595,0.533
deron williams,2009,12323900,725,20,171,0.849,24,21.1,134,1322,73,0.31,228,0.573,0.518
deron williams,2010,14940152,798,16,253,0.801,50,20.6,208,1419,96,0.371,252,0.574,0.501
deron williams,2011,16359805,153,3,47,0.793,8,17.0,38,180,15,0.271,43,0.463,0.391
deron williams,2012,17177795,481,20,160,0.843,23,20.3,121,1154,67,0.336,219,0.527,0.446
deron williams,2013,18466130,604,30,203,0.859,29,20.3,194,1476,75,0.378,218,0.574,0.482
deron williams,2014,19754465,392,13,153,0.801,15,17.6,148,915,93,0.366,143,0.564,0.5
deron williams,2015,5500000,448,17,208,0.834,29,15.7,157,884,64,0.367,154,0.504,0.395
deron williams,2016,259626,378,14,171,0.869,19,14.6,155,918,61,0.344,150,0.53,0.454
deron williams,2016,259626,378,14,171,0.869,19,14.6,155,918,61,0.344,150,0.53,0.454
deron williams,2017,5500000,86,6,44,0.84,1,11.4,42,179,6,0.415,40,0.566,0.489
deron williams,2017,5500000,86,6,44,0.84,1,11.4,42,179,6,0.415,40,0.566,0.489
deron williams,2017,5500000,86,6,44,0.84,1,11.4,42,179,6,0.415,40,0.566,0.489
derrick coleman,1991,2300000,163,99,490,0.731,269,17.6,217,1364,71,0.342,217,0.527,0.472
derrick coleman,1992,2870000,205,98,415,0.763,203,19.5,168,1289,54,0.303,248,0.57,0.522
derrick coleman,1993,3440000,276,126,605,0.808,247,21.2,210,1572,92,0.232,243,0.54,0.48
derrick coleman,1996,6739000,31,10,59,0.625,13,12.0,30,123,4,0.333,28,0.466,0.423
derrick coleman,1997,8002800,193,75,416,0.745,157,17.3,164,1032,50,0.269,184,0.518,0.463
derrick coleman,1998,5600000,145,68,438,0.772,149,17.5,144,1040,46,0.265,157,0.5,0.429
derrick coleman,2001,8710000,39,21,138,0.685,46,13.8,53,277,10,0.392,42,0.469,0.377
derrick coleman,2005,2000000,0,0,12,1.0,3,1.2,6,9,0,0.0,2,0.294,0.25
derrick favors,2011,4443360,18,27,70,0.561,45,16.8,63,180,11,0.0,21,0.545,0.529
derrick favors,2012,4753320,43,65,267,0.649,158,17.1,145,570,38,0.0,103,0.537,0.499
derrick favors,2013,6008196,75,130,362,0.688,184,17.5,247,727,67,0.0,129,0.533,0.487
derrick favors,2014,12833333,91,108,438,0.669,199,19.0,236,970,75,0.0,129,0.556,0.523
derrick favors,2015,11933333,112,123,411,0.669,196,21.8,210,1187,60,0.167,121,0.558,0.527
derrick favors,2016,11050000,94,91,334,0.709,169,21.6,150,1016,74,0.0,104,0.551,0.518
derrick favors,2017,12000000,56,40,213,0.615,92,15.8,103,476,45,0.3,60,0.512,0.491
derrick mckey,1991,1112000,169,56,251,0.845,172,15.7,220,1115,91,0.211,158,0.575,0.524
derrick mckey,1992,1162000,120,47,173,0.847,95,14.7,142,777,61,0.38,114,0.554,0.48
derrick mckey,1993,1262000,197,58,206,0.741,121,15.0,208,1034,105,0.357,152,0.568,0.519
derrick mckey,1996,3000000,262,44,238,0.769,123,14.2,246,879,83,0.25,143,0.543,0.511
derrick mckey,2001,6000000,74,13,127,0.778,49,8.3,136,145,48,0.2,47,0.49,0.483
derrick rose,2009,5184480,512,18,221,0.788,96,16.0,125,1361,66,0.222,202,0.516,0.491
derrick rose,2010,5546160,469,27,228,0.766,65,18.6,96,1619,57,0.267,217,0.532,0.5
derrick rose,2011,6993708,623,51,249,0.858,81,23.5,136,2026,85,0.332,278,0.55,0.481
derrick rose,2012,16402500,307,28,105,0.812,26,23.0,52,852,35,0.312,119,0.532,0.475
derrick rose,2016,21323250,311,14,179,0.793,46,13.5,84,1080,44,0.293,175,0.479,0.449
derrick rose,2017,2116955,283,17,180,0.874,66,17.0,84,1154,44,0.217,147,0.53,0.487
deshawn stevenson,2001,890280,18,2,19,0.684,9,4.3,29,89,10,0.083,28,0.413,0.38
deshawn stevenson,2002,952320,116,24,87,0.698,44,8.2,82,325,29,0.08,68,0.412,0.408
deshawn stevenson,2003,1616087,40,8,63,0.691,22,8.2,57,279,22,0.333,49,0.444,0.404
deshawn stevenson,2004,2500000,66,1,84,0.69,36,10.5,54,291,24,0.293,40,0.46,0.422
deshawn stevenson,2005,2750000,69,9,64,0.554,38,9.3,73,429,16,0.373,57,0.456,0.415
deshawn stevenson,2006,932015,160,17,182,0.744,59,10.9,178,900,58,0.133,123,0.507,0.466
deshawn stevenson,2007,1033930,218,19,161,0.704,55,12.9,155,920,65,0.404,119,0.542,0.479
deshawn stevenson,2008,3616072,252,15,198,0.797,37,12.6,110,917,65,0.383,102,0.529,0.39
deshawn stevenson,2009,3886928,98,2,65,0.533,11,6.9,43,211,21,0.271,32,0.41,0.363
deshawn stevenson,2010,4151786,12,1,22,0.7,4,3.2,23,49,5,0.32,6,0.38,0.257
deshawn stevenson,2011,2500000,77,5,86,0.767,20,9.8,71,383,21,0.378,44,0.549,0.42
deshawn stevenson,2012,2240450,41,4,94,0.563,7,4.3,59,148,19,0.283,19,0.413,0.296
desmond mason,2001,1155240,63,20,177,0.736,72,10.5,146,463,39,0.269,53,0.483,0.46
desmond mason,2002,1235880,104,27,259,0.848,92,13.4,170,931,67,0.271,104,0.533,0.48
desmond mason,2003,1898312,68,11,122,0.765,66,16.9,74,415,20,0.294,41,0.525,0.483
desmond mason,2004,6529630,152,24,266,0.769,93,15.7,191,1183,60,0.231,148,0.552,0.483
desmond mason,2005,7333333,217,27,227,0.802,85,14.8,198,1377,58,0.125,164,0.526,0.445
desmond mason,2006,8037037,66,17,234,0.682,64,9.2,136,757,42,0.167,113,0.46,0.401
desmond mason,2007,5000000,115,22,221,0.663,124,10.8,174,1028,52,0.0,192,0.493,0.452
desmond mason,2008,5300000,121,30,181,0.659,75,12.3,106,574,40,0.0,83,0.519,0.482
desmond mason,2009,76850,46,30,116,0.541,41,7.1,96,294,15,0.0,56,0.456,0.44
detlef schrempf,1991,1278000,301,22,482,0.818,178,18.6,262,1320,58,0.375,175,0.618,0.527
detlef schrempf,1992,1393000,312,37,568,0.828,202,19.5,286,1380,62,0.324,191,0.617,0.554
detlef schrempf,1993,1308000,493,27,570,0.804,210,19.2,305,1567,79,0.154,243,0.571,0.493
detlef schrempf,1994,5000000,275,9,310,0.769,144,14.9,273,1212,73,0.324,173,0.564,0.507
detlef schrempf,1995,5000000,310,35,373,0.839,135,20.3,252,1572,93,0.514,176,0.641,0.525
detlef schrempf,1996,3333000,276,8,255,0.776,73,17.3,179,1080,56,0.408,146,0.598,0.512
detlef schrempf,1997,3333333,266,16,307,0.801,87,18.3,151,1022,63,0.354,150,0.592,0.531
detlef schrempf,1998,3333000,341,19,419,0.844,135,18.7,205,1232,60,0.415,168,0.585,0.501
devean george,2000,849720,12,4,46,0.659,29,12.1,54,155,10,0.34,21,0.478,0.412
devean george,2001,834250,19,15,75,0.709,35,6.2,87,182,15,0.221,34,0.394,0.353
devean george,2002,4546000,111,42,225,0.675,78,12.6,190,581,71,0.371,66,0.502,0.432
devean george,2003,4546000,92,38,195,0.79,91,11.4,180,492,56,0.371,65,0.485,0.398
devean george,2004,4546000,112,38,245,0.76,87,11.5,189,604,81,0.349,88,0.492,0.436
devean george,2005,5000600,14,2,40,0.75,13,10.7,32,110,8,0.362,12,0.488,0.348
devean george,2008,1600000,35,13,109,0.706,28,7.0,90,194,19,0.324,24,0.437,0.374
devean george,2009,1600000,15,11,53,0.773,25,7.0,57,147,23,0.289,17,0.485,0.485
devin brown,2003,563679,5,1,7,0.667,4,4.8,11,18,4,0.0,4,0.326,0.292
devin brown,2006,500000,104,14,134,0.745,73,10.3,153,611,44,0.331,99,0.493,0.411
devin brown,2007,1200000,149,9,196,0.794,55,14.3,139,670,44,0.357,91,0.538,0.463
devin brown,2007,1200000,149,9,196,0.794,55,14.3,139,670,44,0.357,91,0.538,0.463
devin brown,2008,998398,175,7,198,0.754,65,11.3,144,586,52,0.308,99,0.494,0.447
devin brown,2009,1100000,54,5,88,0.78,31,9.7,81,328,32,0.289,54,0.459,0.384
devin harris,2005,2947440,169,19,74,0.757,28,14.7,139,436,77,0.336,82,0.53,0.481
devin harris,2008,7800000,163,8,71,0.829,11,16.7,63,386,34,0.32,68,0.548,0.493
devin harris,2009,8400000,476,13,201,0.82,30,21.6,164,1470,114,0.291,212,0.563,0.477
devin harris,2010,8981000,423,18,179,0.798,24,16.2,178,1080,79,0.276,181,0.512,0.444
devin harris,2011,9319000,92,2,34,0.811,6,15.7,33,268,13,0.357,49,0.552,0.443
devin harris,2012,8500000,316,13,100,0.746,12,16.0,136,715,64,0.362,122,0.564,0.498
devin harris,2013,1272279,197,13,110,0.727,6,14.6,103,577,64,0.335,88,0.565,0.549
devin harris,2014,3878000,178,2,77,0.8,8,14.6,72,315,28,0.307,59,0.517,0.425
devin harris,2015,4053000,237,14,122,0.815,13,14.8,147,665,78,0.357,85,0.559,0.481
devin harris,2016,4228000,118,13,120,0.721,18,13.1,124,487,60,0.329,66,0.559,0.532
devin harris,2017,4402546,136,7,116,0.829,11,13.8,101,437,43,0.328,57,0.549,0.476
dikembe mutombo,1992,2400000,156,210,554,0.642,316,16.5,273,1177,43,0.0,252,0.54,0.493
dikembe mutombo,1993,3000000,147,287,726,0.681,344,17.2,284,1131,43,0.0,216,0.567,0.51
dikembe mutombo,1994,3100000,127,336,685,0.583,286,17.9,262,986,59,0.0,206,0.59,0.569
dikembe mutombo,1995,3250000,113,321,710,0.654,319,17.0,284,946,40,0.0,192,0.595,0.556
dikembe mutombo,1996,8013000,108,332,622,0.695,249,17.1,258,814,38,0.0,150,0.562,0.5
dikembe mutombo,1997,9615187,110,264,661,0.705,268,19.0,249,1066,49,0.0,186,0.584,0.527
dikembe mutombo,1998,11218000,82,277,656,0.67,276,19.8,254,1101,34,0.0,168,0.584,0.537
dikembe mutombo,1999,12820249,57,147,418,0.684,192,18.8,145,541,16,0.0,94,0.584,0.512
dikembe mutombo,2000,14400000,105,269,853,0.708,304,19.4,248,942,27,0.0,174,0.621,0.562
dikembe mutombo,2001,14315790,22,66,203,0.759,119,19.6,65,304,9,0.0,52,0.58,0.495
dikembe mutombo,2002,16105264,83,190,609,0.764,254,16.0,242,920,29,0.0,156,0.574,0.501
dikembe mutombo,2003,13626624,19,37,99,0.727,54,11.2,54,138,4,0.0,34,0.445,0.374
dikembe mutombo,2004,14989285,25,123,292,0.681,145,14.3,141,363,17,0.0,54,0.523,0.478
dikembe mutombo,2004,14989285,25,123,292,0.681,145,14.3,141,363,17,0.0,54,0.523,0.478
dikembe mutombo,2005,2000000,10,101,276,0.741,150,16.4,135,322,16,0.0,51,0.575,0.498
dikembe mutombo,2005,2000000,10,101,276,0.741,150,16.4,135,322,16,0.0,51,0.575,0.498
dikembe mutombo,2006,2210000,4,57,206,0.758,100,12.7,128,169,17,0.0,35,0.626,0.526
dirk nowitzki,1999,1583040,47,27,121,0.773,41,12.8,105,385,29,0.206,73,0.491,0.455
dirk nowitzki,2000,1693560,203,68,430,0.83,102,17.5,256,1435,63,0.379,141,0.564,0.491
dirk nowitzki,2001,2157595,173,101,635,0.838,119,22.8,245,1784,79,0.387,156,0.601,0.513
dirk nowitzki,2002,10067750,186,77,635,0.853,120,24.1,222,1779,83,0.397,145,0.599,0.508
dirk nowitzki,2005,13843156,240,119,661,0.869,96,26.1,219,2032,97,0.399,176,0.578,0.47
dirk nowitzki,2008,18077904,266,71,564,0.879,95,24.6,198,1817,51,0.359,160,0.585,0.504
dirk nowitzki,2009,19795714,197,63,593,0.89,88,23.1,176,2094,61,0.359,157,0.564,0.493
dirk nowitzki,2010,17278618,218,79,540,0.915,80,22.9,208,2027,70,0.421,149,0.578,0.487
dirk nowitzki,2011,19092873,190,47,463,0.892,50,23.4,172,1681,38,0.393,137,0.612,0.538
dirk nowitzki,2012,20907128,136,30,372,0.896,46,21.7,129,1342,42,0.368,117,0.564,0.481
dirk nowitzki,2013,22721381,132,37,326,0.86,37,19.8,93,917,38,0.414,70,0.564,0.487
dirk nowitzki,2014,7974482,216,45,458,0.899,40,23.6,165,1735,73,0.398,117,0.603,0.532
dirk nowitzki,2015,8333334,143,33,413,0.882,44,19.2,160,1333,39,0.38,82,0.56,0.486
dirk nowitzki,2016,25000000,132,52,437,0.893,52,19.0,161,1372,52,0.368,84,0.555,0.483
dirk nowitzki,2017,5000000,82,38,330,0.875,23,17.0,113,769,30,0.378,51,0.529,0.463
dominique wilkins,1991,3100000,265,65,471,0.829,261,23.5,156,2101,123,0.341,201,0.555,0.492
dominique wilkins,1992,3500000,158,24,192,0.835,103,22.2,77,1179,52,0.289,122,0.552,0.492
dominique wilkins,1993,3500000,227,27,295,0.828,187,24.3,116,2121,70,0.38,184,0.57,0.49
dominique wilkins,1994,2820000,55,8,113,0.835,63,21.8,39,727,29,0.247,52,0.535,0.493
don maclean,1993,601000,39,4,89,0.811,33,14.0,82,407,11,0.5,42,0.497,0.434
don maclean,1994,740000,160,22,327,0.824,140,17.8,169,1365,47,0.143,152,0.566,0.509
don maclean,1995,925000,51,3,119,0.765,46,11.7,97,430,15,0.25,44,0.511,0.461
don maclean,1996,1780000,89,5,143,0.732,62,15.7,105,625,21,0.286,68,0.493,0.44
don maclean,1997,2120000,37,10,99,0.66,41,14.4,71,402,12,0.316,47,0.493,0.462
don maclean,1998,2460000,0,0,2,0.0,3,-6.5,7,3,0,0.5,2,0.15,0.0
don maclean,1999,2800000,16,5,47,0.625,18,13.4,34,185,5,0.273,25,0.476,0.429
don maclean,2000,2380000,8,1,17,0.667,6,4.6,24,42,2,0.333,8,0.407,0.372
don maclean,2001,965850,4,1,11,0.75,7,16.3,9,31,5,1.0,10,0.613,0.444
don maclean,2001,965850,4,1,11,0.75,7,16.3,9,31,5,1.0,10,0.613,0.444
don reid,1997,1000000,14,15,65,0.75,36,11.1,105,132,16,0.0,23,0.523,0.486
don reid,1998,800000,26,55,98,0.704,77,11.4,183,238,25,0.0,28,0.574,0.534
don reid,1999,1000000,33,43,104,0.608,66,12.5,156,242,27,0.0,36,0.58,0.557
don reid,2000,611000,10,19,51,0.75,26,16.0,73,109,19,0.0,12,0.603,0.564
don reid,2001,1000000,21,54,158,0.613,84,13.1,190,210,23,0.0,48,0.59,0.566
don reid,2002,1100000,27,44,111,0.647,65,10.1,180,224,20,0.0,54,0.509,0.474
donyell marshall,1996,3360000,49,31,148,0.771,65,12.7,83,342,22,0.298,48,0.488,0.441
donyell marshall,1997,3990000,54,46,184,0.622,92,15.6,96,444,25,0.315,55,0.478,0.448
donyell marshall,1998,4370000,159,73,418,0.731,210,15.5,226,1123,95,0.313,147,0.474,0.436
donyell marshall,1999,5250000,66,37,227,0.727,115,16.9,123,530,47,0.361,80,0.484,0.431
donyell marshall,2000,5630000,167,68,448,0.78,189,17.1,180,910,68,0.355,123,0.478,0.402
donyell marshall,2001,6510000,133,78,394,0.751,172,19.9,196,1100,85,0.32,128,0.568,0.535
donyell marshall,2002,1000000,101,67,285,0.708,158,19.2,150,859,50,0.31,124,0.565,0.533
donyell marshall,2003,4605196,137,85,465,0.756,234,18.4,234,1042,95,0.379,135,0.513,0.467
donyell marshall,2003,4605196,137,85,465,0.756,234,18.4,234,1042,95,0.379,135,0.513,0.467
donyell marshall,2004,5023850,94,104,527,0.741,182,19.7,200,1066,80,0.403,95,0.558,0.5
donyell marshall,2005,4799108,81,46,333,0.791,95,19.9,136,747,57,0.416,42,0.591,0.485
donyell marshall,2006,5633037,60,41,387,0.748,105,13.4,160,750,59,0.324,90,0.517,0.496
donyell marshall,2007,6016965,46,43,237,0.663,86,15.3,130,566,39,0.351,67,0.536,0.514
donyell marshall,2008,1262275,5,7,31,0.923,15,10.9,15,57,4,0.233,9,0.477,0.5
dorell wright,2005,1238640,3,0,1,1.0,0,5.2,2,7,4,0.0,3,0.306,0.429
dorell wright,2010,3500000,91,32,185,0.884,50,14.5,94,510,52,0.389,53,0.567,0.508
dorell wright,2011,3823000,242,63,343,0.789,88,15.0,171,1344,124,0.376,133,0.539,0.462
dorell wright,2012,4106000,94,26,218,0.816,60,15.0,97,629,58,0.36,51,0.553,0.5
dorell wright,2013,3000000,150,35,260,0.851,42,16.0,98,729,62,0.374,64,0.551,0.429
dorell wright,2014,3150000,64,16,162,0.754,29,11.9,62,343,23,0.342,39,0.524,0.442
dorell wright,2015,17637,41,11,97,0.81,14,13.4,55,219,20,0.38,18,0.525,0.378
doug christie,1994,1244000,136,28,142,0.697,93,13.5,186,672,89,0.328,140,0.514,0.463
doug christie,1995,1466000,8,1,10,0.8,3,-3.7,18,15,2,0.143,13,0.31,0.267
doug christie,1996,1355000,92,16,94,0.789,26,13.9,100,322,58,0.414,76,0.545,0.446
doug christie,1997,2012767,315,45,347,0.775,85,15.1,245,1176,201,0.384,200,0.543,0.44
doug christie,2000,3140000,321,43,222,0.843,63,15.8,167,903,102,0.36,144,0.526,0.434
doug christie,2001,5200000,289,45,260,0.897,95,14.8,224,996,183,0.376,154,0.538,0.403
doug christie,2002,6250000,340,25,300,0.851,74,15.2,209,972,160,0.352,164,0.578,0.518
doug christie,2003,6900000,376,37,281,0.81,61,15.0,186,748,180,0.395,144,0.59,0.522
doug christie,2004,7550000,347,41,260,0.86,69,14.0,186,831,151,0.345,155,0.544,0.491
doug christie,2005,1575000,46,5,45,0.909,9,7.9,45,119,37,0.217,36,0.432,0.4
doug christie,2006,158071,14,1,11,0.667,2,6.8,10,26,9,0.0,6,0.416,0.36
doug christie,2006,158071,14,1,11,0.667,2,6.8,10,26,9,0.0,6,0.416,0.36
doug overton,1993,500000,157,6,81,0.728,25,11.8,81,366,31,0.231,72,0.51,0.481
doug overton,1994,550000,92,1,50,0.827,19,8.4,48,218,21,0.091,54,0.456,0.42
doug overton,1995,600000,246,2,117,0.872,26,11.6,126,576,53,0.424,104,0.521,0.413
doug overton,1996,247500,106,5,55,0.727,8,9.9,49,182,13,0.308,40,0.45,0.388
doug overton,1997,326700,101,0,50,0.938,18,13.2,44,217,24,0.25,39,0.514,0.473
doug overton,1998,600000,37,1,12,0.875,2,5.2,34,62,8,0.0,23,0.443,0.4
doug overton,1999,100000,4,0,2,0.0,0,4.5,2,10,1,0.0,2,0.333,0.357
doug overton,2000,548500,53,0,19,0.952,14,10.5,46,152,10,0.357,20,0.466,0.405
doug overton,2000,548500,53,0,19,0.952,14,10.5,46,152,10,0.357,20,0.466,0.405
doug west,1991,310000,48,23,80,0.69,56,12.6,115,294,35,0.0,41,0.52,0.482
doug west,1998,2915000,45,5,59,0.725,23,5.6,97,157,11,0.0,21,0.416,0.379
doug west,1999,3295000,19,7,20,0.76,5,11.5,38,81,16,0.0,12,0.533,0.492
doug west,2000,3680000,43,8,53,0.85,18,8.6,80,152,12,0.0,19,0.467,0.415
drew gooden,2003,3004560,20,13,102,0.738,58,18.0,51,259,15,0.0,45,0.548,0.503
drew gooden,2004,3214080,89,72,356,0.637,160,15.6,196,914,62,0.214,126,0.484,0.457
drew gooden,2005,4065811,130,76,546,0.81,207,19.7,233,1184,77,0.179,133,0.548,0.502
drew gooden,2006,6645402,56,49,428,0.682,237,17.6,190,845,52,0.333,106,0.552,0.513
drew gooden,2007,6453416,88,28,418,0.714,263,16.5,210,885,70,0.167,115,0.508,0.476
drew gooden,2008,7151183,31,23,109,0.813,58,17.4,59,252,13,0.0,31,0.514,0.467
drew gooden,2009,4500000,3,4,55,0.789,28,18.8,39,187,4,0.0,16,0.55,0.493
drew gooden,2010,5760000,21,8,142,0.921,84,18.0,65,355,15,0.0,52,0.572,0.496
drew gooden,2011,6226200,47,18,165,0.794,73,15.9,98,396,21,0.15,46,0.487,0.447
drew gooden,2012,6687400,144,34,233,0.846,130,18.8,112,766,46,0.291,109,0.512,0.45
drew gooden,2015,3300000,49,9,151,0.773,72,11.9,91,277,21,0.39,28,0.469,0.401
drew gooden,2015,3300000,49,9,151,0.773,72,11.9,91,277,21,0.39,28,0.469,0.401
duane causwell,1991,820000,69,148,250,0.636,141,13.0,225,525,49,0.0,96,0.541,0.508
duane causwell,1992,950000,59,215,384,0.613,196,12.4,281,636,47,0.0,124,0.575,0.551
duane causwell,1993,1260000,35,87,191,0.624,112,14.2,192,453,32,0.0,58,0.575,0.547
duane causwell,1994,1545000,11,49,118,0.588,68,11.8,109,182,19,0.0,33,0.545,0.518
duane causwell,1995,1830000,15,80,117,0.582,57,11.4,146,209,14,0.0,33,0.55,0.521
duane causwell,1996,2215000,20,78,162,0.729,86,9.9,173,250,27,0.0,53,0.484,0.419
duane ferrell,1991,500000,55,27,82,0.801,97,12.4,151,475,33,0.667,78,0.559,0.487
duane ferrell,1992,825000,92,17,105,0.761,105,15.6,134,839,49,0.333,99,0.576,0.534
duane ferrell,1993,1025000,132,17,94,0.779,97,13.7,160,839,59,0.25,103,0.527,0.482
duane ferrell,1996,1040000,30,3,61,0.737,32,10.9,83,202,23,0.0,34,0.529,0.506
duane ferrell,1997,1235000,66,6,84,0.617,57,11.6,120,394,38,0.409,55,0.521,0.481
